address,owner,amount
8AsEPKEeAcLw2aoUBLnHTvVuj6zVhQDDN4nfwMxC31SV,CaEUDswvnXvdjsppgZe8aW5xMMPrzBbcCrLuqG4aQXem,212.84
2fLUdUfuHrk6zudGS4tCsyB3U42dk1QzKzdW4kWu5RD9,8YB3KKby1VSFhqMWrSonZbm4sycs5dwzujATX1E7pvgz,212.30
GhczpXMs5HmLYAbjNqM49FQMq8eSjc4A9zcwSJSgogHw,GLnpp4R3bNJk8TTTZNSx8xoRdwAZXqYQnWPDS8ZSQPBR,211.13
Ax6G3HmZKVsnbjRCQLzyyK5eDZpQqSEtw9ZbAzZ2wJSd,CbaFM6dcZSeNpAbfoAXWZr1Ec1E4ACdhx2e96oFX8QN,210.68
USxEJUYKuriNH31eL1gbu2DmNbo8BYzHYqagp2FmXvm,5PqEEHYpG6SkVmYqHsgikNzii7z9arA33xJKdnBiiUWs,209.38
2SPfrkvE2sjb6qeLUWNQgU1K5Ao5KBAYiMQZGszDaUsz,2YxHRtQJ914rQkxqyFYC1VxfpJWMZHLqc7SAMPVjipRv,207.37
8pSgzpYJAkar4HMuTj2UNDkhW62pHH8eYsVeeTmAif9X,5kVHQFJfXNAF9bCPgrJmYXCAEqdCwkrw4CWw6aaFzmeJ,199.93
2i8M1hwNQEutWK5qNLGvdmfq6ot4KBvcWG1i9wLBDB58,HhTuCc8yMs8zHuHJS7yCnN1ZN4KzDiXJUCw3qpuCBukn,199.72
CnNBTKHSpayupqgAHjESpaYzpp1vv7XEC5TpuKZkgEZS,ATCYD7Mzjbn7hbJY8QRcx6GCp3zWpHpGGNTp8ATb3u6G,198.97
FTjnMFLZPktaNyDhAXy9KeH18SNrUKtnFBzFktFzm2dU,F4FsoH12zFpcsqNpvDKcpRc7zegbRvAsC5Ni3AFEfcXR,193.12
9YiCdUDhYGzBfk9hxHPuxbVT5DPksLuX2kzRosLqjSCz,C7enZV73wYtJ8mRDVn2xLxsWhv6SVrF67F3knXT8NdWw,184.11
BtdxCbNUFfTRPetE9pgq7g8DGLbMFtGT9YFFuNu5BmTw,2S33Ubbv1cN7DmbPR2ykU9FZit6zVRU3DiJtcZ2ZikDL,182.24
4bXhRkmkyPoQo1WVPh36qiodtRUWTFGX8ZENDk9eP8xH,G9i3SpmW9eEZpPhJmy2rJy71Yx6wnuY3gJkYTGPXJpwa,177.03
8aE26dr8f6TZzTSJkDrXxDXFMfQ2eeCL8ZXk4g2V5ksn,5MrR5xrWwrm5z4NUPo3qWbBowwnJpkjE8hRTqdMkZzqV,176.71
8htoP5Yq5wwCPmrLYfEngK7JGfWUj5csz3Fy1sV8a9s8,9kbvhbnVt7A7JQdF2xGLFgGtHFxGau2z8LFaxDj7rXZF,176.70
5hR4axxTHQ8DQgV7YkPRc4TCnzPNhDYoxZCLL7tMvArS,ETMPScu5JTqSehDqKEtL3CjF4nCzL1bQwH8wJFi5zxTE,175.18
Ha3CSQCz8dgHLsC9s2xebJJi8ZvMzkSmWoNi1xUaegDH,9BcUfDCeGewL2nbbMMkrsw9ERSpoetTS7Fm6fxS8nwWH,173.34
Hczo2qZAdVgmXFwN3493jg21HXAWvNp5W85Szcu3yvxN,FjwoUGuVmzoy2Ga7abnsCj9AcLvvp9uPoSb6p5KXJdrE,170.97
4hGB68Ba6JZufbavLyLYfBnqP18aPyp8p2iJ7Mmz44ZS,87fK4KMRFvQgCzkmJpnSP7wLYdLeJozpvN3DYwUUbNF1,170.70
8P4v78DRQuNMpPZLLZJTcfFpXeEChxqSkc2tAnye9rvk,4W5EikYhWjjgh4evtN3X9tr44Ukt3nkuQfgKciWsGC1a,169.15
HHUx1vSq3tdqTxjaZA6LJaLUrkErytm4uE759fxqaudX,3TELf5beciLyWKeKntuqRRnz2azW1LnCEXDuo1LUv5WF,167.35
ALPVj3LkQdmiZDupapxUCPchuQ6ziaEbGiJhCsUCY8GJ,9uWnjtyTeBmGuDreSCmtZz4b1QDJBkvh1rangxz5QUTw,167.14
ECa9gJKJjVopazi6pxw8MxMeHQRSGHKmBUdiBGvDetg6,2xDzbfQmwd5Aybv3k66o7MsiQFATC9qpbcqCR3NQinLk,164.38
HyhQ2GaaBaJePzC6eyE2QXvJoUmVXbZeJKxgEJSpp7iJ,DfGzUcVvXf7rP4EKm8txXfC9SpJ81kqTakfKmcEgUDob,162.21
3cqx5JwSHceWa6hoVLQumND5v35N9D92xW9SGMK88J37,3AGC7Ar9D8Ge7aFp9MZTXJA3Uf4W9qRXrDAkbFoWgpgQ,159.29
4AY5yKD8qFuYi5J16VV9mMSpvon3Gn6r29TjgVwWzDBQ,9cemTkfg7nmVmDwhX8mn71833kpWrkiU9iCrmhcRQ1rm,156.81
AyXYVJjKYGqeSAkvizK7HFavcdD93dGgHivijkfei59S,EMnwiwe2RLodctrM1Wfshf6parneyNe1vAdMBs5g68Da,154.45
HYch5Ci2XJAQuct2RiAYKsKGhJBrsgxA3cEt9mHb27fD,EhtgJbWo5P4HFWTi7ZacQyL9dcSRiH8MYQhnJaSwdAG1,153.34
6Bep5RTnUZH3K2zLeekvyFBRx7zjwqCgZg9aiSvjob5r,CwuxHUPoRRJyhfJrBWmCiAgNqqbicVSqLJV42qnZgj62,153.26
2dMTGZ3QehhQsGJ3Teq4CaFeMCULhy22L1vSJnZdw79a,kRQF6EmnQCbmWhy9Att5KP2Ywjnr64GSqswoDCEfBxN,153.23
9SQkXgSBr82V1ZQ7mVTGqfg85Rcc7NCfdWJCRhaxBbhz,4xUz5zE3CCicqWo5J6XgqJTnMxSxQxQ53Y6ScUhjc6sj,148.10
3DmrHUdjtTprSq4V2fFCPvHzxtAYCcNHdM1CLtYx9KZw,5HD3yze7HGbX39Y1nZMLGTPnsWWPczLdUhZsD23NeM1s,147.64
EzeMyExvCnRD5USXxL6fbmjLq2CrbATdbnJfv5ENWXA5,W2F44DQdfh2oAxLPLmkGamG9Jhz2TtDjzJDXkdpSMp8,147.52
BtXo9SpgyNxFZGCWZtBwo2GxMze6xq5UeU9Z7r7d5qZE,BEdhASbkyCZ4oQRSSNh9hmP42Agpd5Ektc7N1KaWwCSJ,146.45
9j4nMETbEzMcyH23WUoVccosnbcJUidEq2UpvuYWHVtm,94pfPQVL8cysLuvJmADKaznuziKYkfmzfLEeYnoNa3AQ,146.24
2ksvR6SQhiu4vfKroLxkkfMhxLJtqESbC1WezgoZV9sc,GYAxapqNtaqZU1jS8SbKrRw5B2C6FV4FZTQkDEzUGjay,144.66
BLJTq4VjmweStQtctmaxkvkqHpvSGEyNdbJLHAsCaW47,AFABiTmM6rGirPpY9EYbmb4aYiMbxHBxZ7JtsL8sSd8y,141.64
9aQKEBYvjBj2xqRf63x3PjvbhcCiZQ9gWnDXehGKUvLJ,HYDEf6962258qoHevKuVKsDaHjdnDeaxUMy9CZDHHGKH,140.07
EnVn9inRfaT71WZwDD1wjz7KM3NBdkS2DiVVjwbJtECA,49M7ij4eyvWHygyC7NMHzMs1bY1o3y8qoxRcZyXBtAQ3,138.81
DcoBmXu8XkSDQAYvU9CCPjUYrhF7UptBoa614mLszf5K,ES17tEcJc9nVqJdajau2X6wWU5GaESXVssVRaaA79E6X,138.05
Cv6HDJ5oeCDjcYweFcKK9LZh1YPbmrNwSyaRKzgWPiBY,4w3mMhTLxPu6qd3QTkDt6Y7awqbvdxQPv5tHVX5qo1d3,136.69
Gi4dWxSgZpsRDYrecKYhxJXR4aXB8TkMLcVisRZoB1tg,HZF9FGYX6QMitJnGufWwmNpVMi4g3Yqoa8fCrrQ3C15M,135.98
D4euMonLyUpQ9Edg7TZ3dTntBGZEoUERzoxrsDsDwDEH,JBUrAd5mXNXfzb9uXDYtxRb8Njvoc3Nk16ukFdT7Qd7Z,135.68
Bc2PDU4dCRpsAJK4ArBV5rLBrsZGPRBHnrEgtLvcXgHs,4c1kCFAwLwfnuFdKcXsoxsVznFSM7fR5AvCFmVap5aER,131.92
43vvRFN4j396UcTAmEJHTswX9fiT4t7nfWTHaxSZDEYN,5UDEwkQuZg9aFDVtyR48NXfDd2hqxpmpWmXpvR8pPHkU,130.07
5vNacgJJFWpxZwnnhMzAXqunhmhcc24SHWmqo7PsyfNA,3F5wjw7YdfJUGZcybgs5T8GPpqjvWBXQbgirtE1JvHwU,125.69
EED8EG8MdLg8cqUMzoXRfWc5F4mHJT9gjQFytzJGmEYo,985VHAsroYtFFdNZrk6bgegK6ivmtDJHvztLZsLB3U3Q,124.44
VM7jmANE15JvG89uUaj1RyDUWhXjcmeLav8HbxvZkdJ,ChBAuuvxhxQxSQKndwyn6tbyyRCgmdAfUCPFG86febYn,120.18
DPC214Yaf4QPr3MJkSqccp8ciYHk4Vkyti1A6djhDeos,Hy5fd9LhMvdLaZeuXRPSMcPX6Q5zLyUEk3cjFap2Amin,117.24
A5sMPv2zDdapcxg8jD8UQ6Cf1z7BTdoLwqmh3ZuxQsyX,EpfyPjcVh7475kUkkHaHekJ65mx5BG9GnNRcBeJ58y8b,114.94
Hc8T2hgXxuCUQqw2yPdwy3CPbFumGFdGSiqnywKgEX5A,CPgkro2d6AyXCDQqNFuLBT1xFnDqqHLxFoPFdcBdigKT,110.66
FVe1GmNPTF8mCEPyNEwRfYff1Pd3YYcW5R4LSLKs2Uxj,FMapSKZoC1wgDibZTBXEujdgMLNP9nTfWYkeJnw4DaWo,108.64
E6MEbYjVyPp8yaABbA74zEQazaiwXabSM8jN5btdbg63,7PfX6g2eEJgU9cJbQLDJ1dWwyijMFPDHCfrYf1CMa9KX,107.71
9KbsYofPXiizQsnZEf1Zkx3vQBEHYHX8oPjDmdYGQTrN,7YUxLU49FE7YGVduHf96xukneCDord1rmpqmA9jPUjjm,107.67
Gvyd9nGjN8antMjEKTNtut5aSGWrs9KEBD3hPqhSFTLv,2KH1v69NSNViDoojaW67gNGkkyUuepsP3LxDVQFUrVAJ,105.99
DmBmKt9oUzGiV6fzJgbSdnLQiFqaiN4KutLPiuHksf2,5723MHp9WDhD9rKMQK7nJAZrqnJb4KSMkZHLDiovKpLi,104.80
9zhZSM5wCdhoDXNqPf1sZ3K4VMacRKD1yJdpYKjQE2Ap,4jLvsXJfQ7eqKqP5PMVxAGMJcErSwJGGiEWB5yiEymUK,101.74
DBX6AZjW3cYK49XcctYKeHXH9x5XzZUHawoVfJgRXK72,2HaEuiRpUrsNGY7Jo7RRUqm1NQBTNQYJ7JmTwcD3Z31f,101.00
2bAbSi6xApxT3U4Poe39ZcjgzVDTK7CNaiUwjrXLHL2o,3xQ9cwTT149EczpHYcAT6qm6Mb9P8Uj6HyVsH8xAR3QQ,100.66
GSvrSUjRpk8fyVXibXbYuPJzeCVkVrHDDGRZ9sjEGehZ,DfRDeFmWMFctbHKg6de8ejzfMXs24Wm3axmG2HWabzsX,100.37
D1tsxC117iSekJsemBpocPSVr4h4aS4v4ayiimTDmWwL,A1qAkpufwmwmZSgrSvu6uAk2Am3d5F5uZ8DtqFKXoPyW,100.31
HDU8Ugs3UiJC89a9gY4HwrNWDKgjyDfcegvBm8Kojx7a,Gb5xMHGEHqjHWcn6SEcN54XF5kRwmJPr5UWkmyZCzFEJ,100.14
43LEbudjzzprVKDULNqoqGMNKFZPLcKiu39Ek2P987Ve,BoWtERPCV4VgLiRy2UCV89K8EKsZfvh449nrvrgLTAoR,100.06
415fASaE8f2snNjt82XakehZ1yDNMbECNzLrSb3GVvfT,BwnwtU8PNiLLZ5rYf6Pyp2QGn2B4eRRsZPz4fspibqzm,100.03
BPToua7MicXJfN1Vy9xkgyqW96YbrfNQGSrPN6KyrshT,7BwzhVicZwE177hBhQUkxRe8EoqLdZeSXKBip1Gj6U3A,100.00
HcXKS19cUs5GhnwuXJMw4c5qPRPVUk9CmCU1xtB35YTK,BDt1XerGnjE6coT76fbs3eDw5V7kBfzAUiS8kzhkqtck,97.29
HKcHQbqfLudF1bwfZjSmv3kZZthALrEJ5F9WN2TCCJY6,FTwJqPyZFSAbPFtchvRUY7AJMP5vKDjknE8Mx5LnbkmH,96.52
4xPY9Fk3L74zQ9mNnFpPc56yMNhYtPMAe9AZMJ2j1wDo,6iNFKxsD7dNjoxykP48BZSb27DJm7piHuQquxDrrv67x,95.43
AZjNdxJjdvxXPF3adgibZay5y79twrPx11VzjX2FC77z,8hN5unPQBY3qFcu1jPZQ6LnGVrNuN7YXJsTtT19EJrCR,94.74
EfMQBnAhhKu3fqGB2HfDnbCvUnJXnGHvvvP4BbPGhjea,7kgapHN4Sk466TKRH4N5g3jGHxt3qyJaREdED84NeXga,94.60
2dGWMNMg5sy5oMuw2tT3CHc7EMsUTZHSTGRmqc38i2Ac,Dso2gjfGzFHxt4ELg7EhLN1QmAqUxhue2UTeZvPxtBRL,94.01
2g7cVwqNQFetjJZyPCAK6epC26K5x9j2CqJ6dBYPvJAZ,EZ73611FgXPhsodZRMdEfNGU8PNYEMnRN8dFcNWKaew4,91.18
4fUEzW8DaKiXDpQerLUA2JBw6NXtE5d9MSMuWVLvUT5U,2GCbn3G619hrgkGPqfC1EpFLcXAQ886nviRoWFxrECm9,89.01
G6zk3GPr8ABmiKzBaKcjmPWd86LhJQ4X9e9jbG42oywa,FDqyroxbxMT2aDSSbqPDbmXMH9Q3tke79VrbWDsdZ52L,88.78
72NNg5qZuP6LUtWHvyfBHkeuC82ATXN7WgVPcbMpnoxa,8LABbd3neuWWovBJdRuPpnuJJ6ZdxFxSL65A3GjJmv8e,86.87
CUnrTTmSm93cvKLcCqNcD7FtcMKgjXxXheajzNt7Z8re,93RqKPQ73PZub2KacJGdkrMsXHEzoVK46h4o468RVyfj,86.81
F42NwWNwJZa3XMX3qJZS5KLeYCJuNfSyrCBWQS99CxQm,J628BWxnsJHHh29jjZmhpL6Nem3SPBmE3PN8CbMfNpJ5,83.31
4gbmu1P87HLih6iSug975EzUHGNd8HP9ZVddQZ6L1vZs,CeeZWqo1ub1cp2tLDJwCRCofdoSQVVRbuyyp7sC792zv,81.65
E4gvP5f59qdTJEaHf6cW3ef3FrQoYnvNSMxMnDK1L4Yt,9yterzxQK5jqFFZGeDrPx43JKqtaWLgQJz5uCbGGC5g1,81.63
GcA2RUziN4qP1PqrUxU2diMCt6u8KSzFXzr5UcmhdSZh,3xaDPj2WCPrmijR2ZqVS8uwgUsembWhyjyHfmLSRenzs,80.00
55WL4AkaUQtXyY2kSMGCEgQQojVSq9a73tm1KPJbktqK,BdiPfhLr9rPWYcoMErjjvm1TX3TTvDqaDYmfYcE7pfrb,79.46
9Q1c7b4GLZU4eXm7fy4Vk5ZUuYbansEYWHFx1KcLPT47,BM8Z4Fz13PdPTs5tV3eizU72N1zfP9xeXoWCG8ebSxsR,79.31
AHBCrPP2sGyiVcNfZEB3KUKJezJd3SmV4JfRZXrEQKmp,s4jP1z3aYSmQD1T4ZMPZ7zmriJc226p9w2xZdphewGk,77.70
7NboozxjsLPrhJkWtnEUGePJQY6s3xgcpgPSZWNLMgQc,H6JDuWH4fpF3nmGyjhVGisEBkX9RQysnH2LYoSUFbXF,77.30
6bDBUQ2qVDAWd9FuRuQ2XMDKRePZAycAMtRmptZfH178,HDt6Adr9W7MxWoVsctbda1GaiFmt9Lqcq5sA3nPHZ9Am,75.58
47R9x6kk5A4LxC1xR1iwWFNe2ws1UcyEMKsF9Z5XEzKj,7AZVB6iPuRZiDmRo9bb3m6YA7eWpq4TE1DYytnze8apk,73.39
732tSt3Y3HiuBdRWuSuRkuwC3p5ejDRcoQVkAMa8sSq4,ENWZoLak7bkY91M1TirAs7KCtcQcfVTCFQEbgfPNXuw2,72.80
9YpHYWdWjFbX2ZFeADaKFPxN2KQgSWbFCQXZLaBpPG5F,fBMxQA5s6DCLbhVLUrrBNPGPYf3BmKbMMJGv7sRNfK2,72.18
n9n2SQuYbWUkrJpbrBVawD2qF8Z5dXxQ8aA17AsYRz4,EDKaFSzJyApek8dDLQenywrQzU916ipGVDJLBR71sxZ9,72.00
8JdgPFUazyicPiuyQT2YrhMHwDjucNfv8PJEF97B8kEs,E9xAVULxtH97XwAnBzLgMHCkMGeDAKcREaFHLayT62Rf,71.58
AFNbNsPJeFU84Zbx4VsaX4dbEnc16NLkFwXBqPJ6Nn7y,67BEfLqLgF1JPErgpPGuHGsaKMMpBRyhxaB9PWWYK2Sj,71.44
GLJAs3d64aRWbKPBzHc21dpK2QPZRgJqU2bFB4LDUq1d,C1PcnVwvkBSBcj4fMfoL3BHRd82nSMH7TbgCjguL15Df,71.40
6ktedzWMxQCd63q9nsNXdeqi5BSpLiezgPdjn6bEZNhL,FpLiPuEd5seXBtXBVDNkk3qvq3g8CVDrL5saGtGEyfwP,71.24
E4HewaT5RnurAD4NX3ggxaiFrxgkf1LJyxwXJuWSUjE6,72gHWm6aJXYgEFfNs7X6bAPyGZKNzDwfbVReZSzRgPfy,69.44
2QMYhA5PQkmSPvzRkoRAWjYkttWAsgdCy4HbDR96ztHu,DTwWf18DMoXALvATqFUdRnhsmffKd9uPCkNCe19T4SN1,66.86
36jG6pAnnW9YxuRVPVPA4iDe2e7Q239MNR2a8dR9boFf,9MRtPKQ2ZSySQ3iqZ26xhFYjjpp3ss6q425VbcXGUD4k,64.58
G6nUas3L55g397KyVtTMKtyahvYV6pgYowaJG7Veao1C,CLypPvwPLNzUbUob1wZ7nmgw33jF7cGzbEn9FewtcfKm,62.43
34yVg6XwkFS6y1bCEhLFxwEUdBuADZ6MzYGNMBjBd8Lj,HHHbC1CzpARU1qPapdKm65U15AbonEvJRudfMUwUSSVZ,59.46
2kBconu7h5exiU6ZpxKgxH89uhMaZP14ndnXxZqaRp1A,9cbYVwAt4EB4oVHvYBBYXX1Y5jHJN6NSFunAJ33zNKSY,57.56
BqmpubmjubA6hrDUkjrNYJgC3ZQYwFyYmZNY23Q5ws1H,5eexu7eZMrivcaPY4vPd5ucnM8JyTJBGu7ynhDaK8Cuw,57.41
F1Qiq3jUiEYqis5C32eroAXy8JoZ62B1Ndyk5CbUBHtF,58HwgWF43rHZhYHnMVK7Ex6pFPFp9KPjRbzFWA42YFvS,55.93
46K6ywZXe9c5zERMLx9VFVeFSQJrPfr9GLhwHATnQLNv,6wEnAFCiDa59y2pV8v9QF7tuh3Ef7Ra9CqbJyLbozXKg,55.32
3of16AEjTG1c6dWn5a33oTBqwbvTZ7ui76qt5z5gGtaN,9TGUkZZT6T7s34jDy7W1kFMMd3nNy6U2AzCpPhLM6Sa7,55.11
BpJ7YZgmDo2dBMmFgWhWE7YirVzLgifeJ3ihz6Fkb5PC,BjAfktab9XBtTDonAFkfWXwPqJoQ52URANWwbZPvUAUK,54.60
6FmHCb14TbvJaCYeVkyQBR6RKM37GHCNAk76akNktJpA,C1skjPrH9JjnYautvW2PqWeQnJQ6reQ3Tq5CZRNZXJUj,53.60
CU4V8yXXqgMJ13GWufmMBHtpCAtCboNdzM64xP1JRaf2,42xiia3igeH2gDsJKzZ4b2wvt2Z4WpwiupQjowsJjgjh,52.83
BQRZtQZV5VVmgkBvqQ5Qz8J9irgqHzbPKpNZGALLUHoN,AFSZrPUVJ6BBYjomv5xhDTrFmFwK7DzkuYDm3Gv6GLzf,51.77
AR6L1WJ2cmW9qyoHeFucdnRMh7TV4UW3v7ocHsk2aVLY,DGGrtesNe9Qn5r1WUTK4bpqYiGwv5TLw4Q3i4FPiHeoU,51.65
6SndQzvZ9pubTtB179sHsJdhnHq4UqwQHPQMWKehMKCU,9NTmZWqWMNSnPtdhjbiX8mjz6SeMuQRZAbpBk2tozk1X,51.53
6G3qZVQpPozUZmf74oShD8vMkavkk1fMLzy26Dkb4cyB,Dqz7YgYVGHELBevu9Z3LZPXGySCxiprP6FGdqJLgHN9X,51.53
FBQ7pbSm87kpJTQ6yJDnH5NsZ4FZyb7GuFw6wK5ghSQ1,AzK8psfS9CftKvhPWx55vWaGhUbxvM7PBYLfo6MazgBZ,50.00
8AToK3RCejXRjhKiCboqgiXVqZhEFdAqmmuUQvjxwiNo,sq7UXFz8SFC3usRT1Lt9YUTEX5RZzxH4XZ6i4BUCqVC,50.00
6kNeUNjXsyrz4Vb3g69fa1xgJaL7NP1iugEdqsFugCqX,4gtJa5AZGUwfhPmPFsE5hRqUxVjocXgLPxzUmZMTVTph,50.00
tWfWmpxJk9bugGptQm1zwEQhjxGYxA2RgMwMAcbK2KR,CtGCbLfjSJG1CHeBcu9nLDA9hBTptGnNL269PkGGxY7F,49.07
AhMEw7gZX7QscpJiWKNNzazGCRF8pLAJmHUGc5114RwT,91nMGCxbuPwmDQZ9F1jFNwxuNRr1DLNKFspHVUUERKsR,48.45
9bJ4enwyW23geYBDJP7y6AhX4ckoyvyhV3UqEgwtaRYr,7akNVXtYkZhdaRCSXr1BNj2zBjugAGjmBZHSG8kYWfDt,46.65
AunbWNuGSwyfQkJ7LxYo87nHTX4BnLzznjuJKDmA2y6b,8eEYM87Zo2A2g2NfwsNhNpGi43mUPzBRZG6msmRJK38V,46.07
3PBgX5t7RAq3Gj8LR83yK7UqFsX46Ae7UUdYfjFPn6tR,2B6qEYWc7vYnDJKk2ze2HcynSeKWVyksDntYkLASeKPP,45.49
E5cAVKFBWDbWj2UvkNvZTeLCcqVecpcNSExpf6AbkXPc,5igfKjCZHdHUC6mojYgmUuWtvCN7ZxCoanwEi6nMDvRj,43.87
GM2QNaTptjsLEdgZfQic8Tn1WvnYNMh7A9xhUf7P83Ld,7Zh7p22UyiSopo5sc8YxstviGnMGpWZQ9zjbC5g3U4M4,43.30
Yq34voaLaWpoF6g5Dj3G7niMtxKDF8XcmWBohCvVxth,BXFhCpRN2t7ePZp1D4hYwoLtz9JitEVotZXwyufsruQE,42.55
4iCzaPJ4WK5QdSCnVgtZz4KZwU1xWYjWFv5vUVu2W8N6,CWcXUeAr15Y6CaWRx2HKiSUuTvxumg1odPUf7WkHw19y,41.42
5ZDmuHrbvDd5HFhTPsxSUtipB7mpmwgRV7hSwrrrsr2p,BNJQ6yBXX38Wiwh7h22RBuxzFmDQXmRMEg6NcDUJrBNE,40.72
AGW3WT1HTa2fzTT9h5Umy6mGyP9biA8R4EuCbNP1ZYf9,9NPTGRaY4qTM52zj6KKWcjY6r5CCVnqJQ9hZi45sEQo1,40.15
2HRGs9GWYRdQXn7K7w63dQ9J3pkNgDHFYo4ayy5Xz2k7,8ZQ3KrcZrtvh6DjqE6dhNfv6URGFhuoYopXqfYisv95S,39.93
3N3XpSyBC5iJNK9S3BLNRceYc7X188ZNbiNR7whq1Ms8,EVaNianSrLFgpgVjQnbGHcMThSp7rU6YUe3erwG6tLuX,39.62
2aULSGSnXi9dynE6KTFL4Epkt2oRggFVGfLqgjoMnbaz,3EJWwq8VpRhNqd7mfVkt1yk9E7hYGX6auW7z6vMPjVMR,38.36
2xwqb3YGc9tXKvAbyLCgsmsp6hCv2nCsQAjiABUfdiMA,AWJXXmc5ZQBUMsn3oVv1DHqLVToYYPgLKoB4fhwLoaJx,38.10
Gg29Qc3q5LBm3nogBascqtUSrXdBdqBwzp5qZPxrRVaP,34Nob2aa3XeA1rVGQkWFQzadQ9CyK8uN1DPUs7F6sXaX,37.18
85A8RisHpQ6mNUwdpsmqegrHGH81WgjRyLJFTsUwiLb8,FEGN9qQhVkndeSn4tjtXTxK2RNxVPNhgSoA3KrGW8Kqg,36.07
Hb686JoDiK63jaP1dRaEAJKaAJspZFm3izhyoHSArP39,8vogZ9NQtYvJApSqxRhbdeBxzK2b7ofrvvwL6z4L8d7k,35.59
2F1VVXg5EF5D6Bqdrf9wbWU8AEH3v1Cc3ss6bk1NwqKh,Bf4TgFz2VC5efSgxnYBfDeE6cLzuNurCViLSV8y8Xxma,35.13
5PHqgwsrsAxMfAgVoRgLUTSSkvoiLXbnSUdPSvLCK9vW,2qy94uoeGJn99qajPhCPRZR4z3WAkTZuNdLziWyUEsxn,34.25
CmgJgz26fG3Lnj5ynq545A1XBN4BbJAVFf134TJif2yq,AneHudDrVEMHroote1hzmpD2mfGLF5eP5zbtAPtQoSxd,32.82
8Ef4bZW1EWooXkAvEaQRbuJGn6pSYPazhUJ1fWyGRnfk,6zJSgR6ZCqTs5ufNcYuTXN3rNv3QdT2Vjc9GLhiCrQVQ,32.43
6zxGbGw5tGhrAbC8cEMLsh5aUZJqMb829dSNMkbpVHcy,Fg8LvpD2KwzU4wGhSzJqdL3qZUwtFpgTwio3UAoPZm3z,31.67
ArFM6V6q7XPEWKjyMZJQGVy6XahKRS8L6ygdDKh9jD4q,Djedw41EnbN2jP6EzoPcnd92pw3VpWkWhUsg56AYeCiC,31.12
65L7Ew86gXXswsS92txS3twuWRHpDPyqoxuLc2QqeT8Q,BtqNPsHVE7ScTuufKgkC5MV5ytZc6hahG8ngDBE4mSAZ,30.80
7tTFoRgzFw7G5zLtesG8nAvWMLA371F4wKgSaThjLjpZ,AqLVvEFT2tAsMvsSW6eXXdCJjwdiHz1248r1dyPYGE65,30.42
C56WTP1f7LguHP7GPKUea6am1ForUTTNdRKxBia8iQJt,DME5CYQKXFuwNmC6HDCHYAjhacKeMMsPM6JZLag7Dd4u,30.00
7EQBwsq5SHUxcSA8sXE6y9GbqRcYD9ekNJsrfn7SdnDE,5ueziGNUP2VCsmYPxaeTaMhZNvWtWYckGAf9M4wR3ZMX,29.27
5wT9jYN8C844rVCUR2W23exVC3pYyEQsAxqtuebGrC7K,39ERBBH87xzKZhrmXfVUhvHT1g6zq7Y2qMQi11NnUBfE,28.94
2AWM6HpZ33UuJZB7EvKfbrtz5FMzxkZq3SSBccehhHir,2ipgXLPtdP8mYSm7SgsoMhDQDjYTJZ7jBy41ZyUqVMQi,27.11
8uRjFbE1P3KuVoRhRtRffypMzxQeM3RtpThEqD29mjnd,EWNjuRVxustDxBuEekcRxsfkFjVsgfYDK6oWb6wWpoTT,26.87
4JFpTSMK6Q1ZLcCqNbGvu7Q9rMbqyRqGH55Vhx6tBtMA,8846vLgfC1pX19nBakSv2gL1JRckF2xceaH4X2YK2Wor,26.08
7aBuSbAYD58GzByhGqv735FJ6SqeeaPptYvePkhatsJj,HSPczWF8jvt6PxrbQjh31iNwDe9AJNPh91NKNvHX4UTM,26.00
137DFZNrB2gVEgTp5PygHohde9WwuqFtigKfAgNq29sn,2HpgNyCnY9q2NsyZZkDbygqYX4JpU729EoifcF78WFZJ,25.95
972RV8ZwRu7468pYsLcDGJJ8wsBHHvibgK6iJ3ZeX4ur,3JiV7MPWR3jaqFw8zNeHNCZyuQokXqNQ6UAHiueFig68,25.35
BpU3DcbaHmrfQmtCeN4ScnVeMYzb3Es5EJV52nHjPzSj,8djHvbAFd8KXTgAMLa5WwKPDSxDNvAfRbHUWRse5st29,24.37
86cWdQDmEu5hkV1aahX631Kzs96RHPQicJdNinAT4EYr,B9EACykkdZEEDnFKaQroBuas6WjRnmSZkyvMbHAR8Px3,24.10
7mdJX2eFQkKy9CvCzRoEHF3XtwWMjWTAPjr4bkXyKX4X,2tCa2Fc3Ax2Egt2G4hfHV1V7xfSuPqy7dKtZC4f8ESzc,23.72
9dEP1QuHvMLRvg91NGCRy8mc7rPmYDFh2iGgb7c3o3E,D1naaHrqBzqv1iBFNMUS4kcDU1mNf836WSsWmEdaW4ym,23.25
DPKuhTsdYuv3h5Yvejkr1N13r3bbZfLavY9PVDS7vkVT,BHsEQpdiBp7tYVNfK7wZDFeQJ69Fj9RyAmYkk2UmAdC,22.20
3F7Ccr1tZfpKSVBomcE4xjnW4XhQjRCQvfUHdioFMcuQ,HqjxK6shChHPvYwFqcEF5nMF6DX9AkPo46WvxPDyNtiv,22.13
ETWStMJDZWfFCcdozTqUQCRZx8SoXGKh3vZHVu4omTXK,DjKfBUS7HhTmtTiQmvdd2sBjkcEFTcwsUJ4qUgcyLRjC,21.42
