address,owner,amount
4BTPkPJrpjfDB7As9Vg2bVeEmT4vStkJdVa8PV2LPiWp,4LWsvw6R3ZUaPScQBbQdNrKp66zmSEfMydb4swdhfxqX,20.84
AjS5kHT57TG7d8es72uFCQgw1QV1iEg6hJ7Dd6tLCMxE,8L7r8nMZtQ3bkSFa9NzG3L96TZ15yb7cRE7TzPWiD87k,20.67
21oNNiLZKLzsTSvkFpW3VMF6a7GySV9RF4fvNiCwAMbm,9oCdwgzMa9ZWAhdM6VBXHmBPBsgcPuaL279xqGhVCBUK,20.44
DzhJfJbbt57PNaFd9peLghNC7giAQrrYX2bBctaR4xh1,Dng35pqpLYYKhT6wLDzRKRvecRCW2XBT14WsJbJ7TFV3,20.25
CUJ13r2tbPA78zr4JVSPiEhf3fLuh5D74ArqQnhV345y,hDtWQeeJh18QvjJukWjy8cwc1c4qiYvUKCZh6apSJmE,20.25
CkX1aVrvdP3bSXhoDXhufHDXTx3hfhrDibfShJdjjeuf,FmtW8go78zTTHddF2KoMbpvr47tN5VingfSuUts9cdEm,20.21
DT3HbjwjmuSuAafzbRWKX7WAGVm924zNXCov9EmUiwx3,D5LXSJtA36CVbzB5gsaNfCGEu5sk24fWQdecLtszr748,20.01
2dBWuPWsRBKj1i7QsACfbNDJgzGvVEJH6nmNj3euGDp2,Csc1T2VFQ5AUVEEygZ5Dsfc4NctgAqgfEzLbJiBH7X3Y,20.01
4VGvdhrMGUFdiDwKzUr8NP6n9hjucJKhZBNY3gY99cYe,G17Db3M6pwcMjgUMW5W6ht7LDv8emuFX9vw5t5qKKrJH,19.61
74ARkdDsdVswa1b4Md8NYCEoPxGr2izhRKspqWtEc75D,35D1cKqYkCNNAQyFLgMsBaqsAjbqMVx4RmqYbK1LbYmo,18.41
DhbBzgdCFrhrDpADyHm1pntfprp3jNaracqBcLehLqK9,MFtTwo9c9iuvWMejoRk3D48JpUaSJLR9xhgbB9GqKgh,18.21
GhcQGg9L9GJVb9jT8Sn3YxLbPYAGHaR7H7vb5buzWVo,ErkdWUEd5kCBgtGue8JYBQVELbPFFtrLQgv8DQRhqV2G,18.20
4RLhRP14kziW25P8PNjuzDeg4xFEDE2h87J9oVkayuuA,4wq4gDq1T8pniHbVq3iRLasv35pxEauHSJmYsoahWerg,18.09
Dd24n3R9dXP1if9pacFUV7oLVUy89CFvwaoZaJEis3cA,58SsF3PDiZTvhU5ANRohnZPJMamRjybDG4UGc4Uigxza,17.87
BwAbwgiC3hLQu8tmXKxQfXWDV6JMSRh84eMHau92eMVT,DXBoJB8STjQmJQ9K6U244KRL7pTVBqqY8ujptVMxV7Bv,17.74
GywwgrqqRxeyzRwSLimCV4h1GBH3mcwvbEw5aL7Mmk7G,32LcCeS8WsggUotNVBFXSwXLZG36HHbmLzqs6AjotZyt,17.30
DCDCcByc6qi9Afc5wJfctZRK1KdGfrTDgZu6NkJJV3A5,GRcdNV1iun61JmN6hqyyvU5XgNLKexbnMVYFCaHLNbv5,17.26
H2wTVwqA9aMjBdn8w7rDf17ivYHsCTd15mKLHCEVUygJ,5AcX6iqVqoNbbSzjgNZvXiFPzber2xsicYVTFW9dZoCP,17.14
CLHsJpsQShryXQwY2sVcGqVj4TPBYPCiP414ar7SKNGt,HUk2FhA7EgJjNCcXwdSrw4rWgGXnowm5t9TWFpoxkL41,17.07
4UV9aCT16Q9rCp6dp4FH9QBMbwSR3jS9KmzsUv5sf4oV,AdtCxHqqAvdFPX4dEb6U1WjZnWvcm8tGgrngMTpT4gcM,17.06
4FTixJJeRqW1EisvWCTrtnyunV5o8pMBB91JEJN9QSfG,Eo1hmgYu5zupG8hoCdkiomvdmr1AVdAJciQWzLEXCbCx,16.54
HnKGSgXGpimyTsZ8tpSB5e7CLfZ9kamuFpsvgu4eHhU5,2rwzUweCTXxoWZ36TovseBB6EV6YWEfnVYjiNN1DWn4v,16.47
8qHowNTTwD3PUveA3QTQk79xjZYWo4VBYztPjSQE8hPe,CY5V8DYqGkrjeDmbauZqkiCFVwocro2TBat9ko1A3AUJ,16.20
A6RxZa5tP4FAsVffjNoL4ZfCjVKsQGMYw9L5s9fh3SJt,8AH777AJDHetYGLanq9hNbG8HwM47F16ChVe7b3NfFLB,15.84
ASET435aRXporjWicoo4MJJSGFTk38vBahFvAEN3x8jK,5YoA4aha8ja7qNRhKyu9UbpDaFUKTGfxWQfctdVshYJq,15.74
DFnM6fRCJuwDZAz3szXP3LLdtr9adz6oUZuLHr4hSb7u,Ggc8QCT3ZzTwt5bdG4KUDtrjxZX8GZPF1rmz9LbuAje8,15.60
4BHEr78ZcUbdwDaHs3DnvPhN9jwN1KMSVRFeswwW9wvT,FYacRGsdrJPsSC5MUvAtSDLq7YLj1N1EPDzB62n6A4kz,15.57
4rwMGrZAEHbnRrUnUFydgUina3yUazxiBcb8vDJAP2tF,2kkRBbqGgyJsFYahyz48StyfpQ72LrLXqxR1r6C51dmX,15.35
8Nw3uqmcXeBhBggWH9CWr51MbRq5g1CjUzZCiT5vewdq,E4RzzCibvSQESWDLLBnc5s2YD7sDeL3JKuGmBU6drery,15.30
BZHvH3TSChS853Afc5QdM2oq2wwUR5Y3CTTjwKVDmUPS,Fjm9BE7STEu6DgZNNutcVtMF8a8yVqFpU1MVTWPfyTKn,15.05
Exp2VgUhH9NaMmbb5pHWtD69Y6yg2g8RBdrFuBy5hoxb,B8Ws2GnSS7i9kJT9YLwWVeTqGGpX7Xys1QFtbdKPMWs7,14.70
GddZ9GVsSNscnGtcKT6ojMUFWQuHtwK8LE3gAtfAiTyf,Eqhr8Xq12CeKww4KfTwTKwSg6U63KmL2WSoXyz3Gu9XZ,13.59
AiUby9x77MezpU2Wm5JK4NsCG6H8m5gx3sa8YTRqKjVb,WGVkoKfKbPXp9GyPMGLFBTJn8kWchgwmKSjwA54GmN5,13.38
HnHocsXpnSjgDkVKdXeJBYFgXsmFfMRPDSrNHcz5iWXz,hQss5DwuQSDY4vncLRAdA2GYukBcXNnxScX2oeCegd8,13.13
HjkMzJ5pFQRuUbXrSja7dWbDDfRwckLA99BD62Z3UTgx,AFFDGYGLrYZrKJ5Z9UxhXUhZoAHXXU3wVTaQQgYiP7PW,12.47
FjK8KUh35DZZJ5k8yU95oMFgwywshBv3GS3HKiD8SP8M,2PS94D76WNetGuEP38AxX391WPwJR3Zn9DLinpaGmVDD,12.26
6E5sLncQb79UQsUVMktGFuvjLBMdbwjetEFA9GUkKbKL,8iRFs8r72fbt6J6QQxSN2G2tbavZoF3yYCKej3E4XDKf,11.91
BZ6S1cuCCiU1WomNQTdFCLPxGTVFi33CGwu1PWy2Egdh,B6LsNwNEUQ3GF5iyyEnP9bznAatHCJD9z9GG4k2L3bVE,11.55
2mXNTR8JFDgL49S7LXXFPmjBMUeBk2dAuYFD5kteBzzA,Axfy6nYGXndrfEQjziFsCX4KqeWgxnRcwcEHMTdgAF8f,11.42
CQTDrPGc1f7hjc6jrzCxT3ArA9ExzWn7RLH8qqazqapA,EUjZgtiE5PRX5P6hbPomJcQBy7UYPitWx2FMosUP8nrj,11.41
HoWTbAHXZyndEazozeWPsBpvadg7j1mH3Zd4JjLwoDXW,6QNHRcSohVcvGFPyT2GYSsZvNC7guATsBHZuoQ7gUdac,11.33
EQCvQ8XmdMN3XbvMc3P4EFy7VFCCDysXoe7JGG6T7XJS,GBhzvwE7pXCJSY5PkxJqR6FE8pJwhRhDKtmehcfDvCd8,10.76
FiEdAuZxneYYCfYLvNzYALZ6KFSrwqMurEfFn55XecAH,94MCN2j75i5zEat8UDAQrQYZ1U7ndmrLYBrwD1q9V7Ke,10.43
2LdY9KfS8YngTvYtHRhTCA9dptBsojo883YUciS5dbu6,sanCAjcR7q2HdRjYMRANH1gfQ5AaTghuKxPoiZCgyZg,10.14
64XxF62UDdBNjvxDSRe4NuqqbgW2eqeuNWJbkwez1h6H,DoJfXy43dRLi4opAt3WK2V6oafUoH7vHgrMTPXn3tZN5,10.07
EnA4rKs6trnUbuwijAQ4NF5F7YkZqHsaDXvWhEpoQSoK,DADEGorbGQc9sWFnf3nvS6yT3oUKq7CYT5UzKL3J1hJn,10.00
DDcjmpti1mv8wz9dViHDpHgy6z3kwhPA8qkAjFQfRzKN,74FKGvoJmwwC7NWLR1tKjneg1Ft8wQKJpkTn3eT9S3qw,10.00
DZGYY9tVVv5RsyfiYPGzYD6NgVPBj86qabkY1xb6Ca68,6GQ7rxbYR1skLxf713XvPsQZkfkzumZroFRSE6enLUxs,9.93
HkX1eux3gs3o2jfonGPBTbXmKWRVcPhPhpn8915kmWd1,22jVJ1rTTfgqr4LcrfYTwYPgfqXvMVXLmyVZ8NsyCw3y,9.90
7P6TAcoeYasUxeVjD5HenU5NWVFkpTAocYyWQNhJLvX,AHPDKkuCo5Vr9r1N2aiAhYXp7tMg2yJxSvCayfGpqDaN,9.46
FhyUstaic7NJAXHzWBP3S7viRMm8MVGxWy45Wj25Xt9p,HqF4BJw94cPueu6Lzyekf3ZrE2ucfVh1zEbukMYhycDy,9.31
4ZGxicKQVE5T9PcxHGy15hGkWFbxhZ59qbJ5F4ey5Cyz,DCDJ9T18JmoZYBxVsR6ZDAMsFF4ALRUerRZAQZkx1WE1,9.17
FdxXNm1kfeWezu7MjUmvSG37AyuXvUQeH6uEcpk43uBq,ADsnDN7ow8DVQmi8Qr138fbTMVeF7u2SfDKt3Q1WrgB,9.17
Do4sVGamqbMZeDKH2SnSEnofenoiW6XXStx4EYvcAXxj,5YUYdWYAfViQuGhTURW78vSf5u8gv6HKJuboj2Q6BHk3,9.17
CN3cJhJxCCgjDyck3zLWd16Si6SVYrJ126VFWtW4btZq,AgG3XunXyAX1xn38NVbaX34UbF7c82UyQcbYRm2NDnyW,9.13
2o96mvtcS66t6yeonFe6QR4sZjRovaGs76NUjugbbqW6,3NhUP1ysk2nkgn4bkrP1KWrKPCcj1iAyPoMDAYsc5NLr,9.12
BQJn5W6mkZvnd5f5iZSvhu8mnaXT4msSpuRoenzRU6Ai,Ht96Uq3P1Fr7tpqScJwHeEbe9duU8gRX9s3RVDXMUvSo,9.12
GeJ5WzVXWmcb6wT97z3rqyLN2L39j4qovuKmV6po1wRt,3Z2UPsrWwNNLZrTcg7SkYrhWYKGzx5BLn2a7sm1J4qRF,9.08
BCtduLHCaBCwknfh7bw7AutXykhXgXTyoMLMe3KWXzE9,6uy8eJUW1wS4JHozoRbDCy8Ey35qX9SEnS3kV3dk2vcn,9.02
B1LhKsrSHM4KzuH7mqQPTKRk6i1qRPsjECgGdkx5Ybie,BzXixtXRc9bpSD6ndyiegRXQDRki6DVTFkA7FssVshv6,8.91
AYMvSs5BReDLJ2wu25B3CuGhgNXKZK46zv6syMXTuboB,1WP1gtnLSN8J1jeLGmBS1i5uDdHte2pg2oxydtq57Bd,8.88
GFq6XChExePVe3V9RTpQwNn5iadXLX8Dk2shTAjLBKkW,CabqLcGQmzHWmb65Sh67B86feSTMwozhqe4fxrtBRaZy,8.48
2CFz8LiG7vUuK2m3k8QqMn2HnWTTy1nEWpCmTQ3zEGxw,D17KayoPNF7Jan1ug9QUWoYTpYKc8uiaRfXoa2jGsdf2,7.80
5yB45VQHQZ2qcPCgyfTaHc7CkVNYtt9cYcnNXNqPZ4tU,6rHkwgwtQKDqvJ8JF8DnTt69kDFzfvTDbG9HrP3Qnacf,7.66
CdumGTZ8fFf4pC6VyDkTHaK59E49VNUb844yvvaAEksd,7TToHsfy3reVkV5MyKCMQTRfjdAHVxJTXVVDNds8aKB7,7.45
8rtn73DVubtx7mXfbuHQqAqQSwcEHKE6K9zGKaYG5NGA,75gjbbD3EqxiUdvGC4NtqKguUrA3WfReJL6u2TKuSiPo,7.41
6npLgeMQKiod5LXxkxkd7E9hzpEJefyFF5zaXvemXhQu,CcRn2sNaUWRyMfujRsFWgnc8uEhu8nFxb2JQyLoTuYNa,7.41
83zvXJ1vDoQ1wFxNzSd6JsBBZQMdF52jcsLLUioE6F4S,76SWtQPDDcipvNNQCjJPgxZf4UQSFTmSujcyJ4igxAv,7.30
6CuNXcvFBMiTdnyQBhdZyt8pwFStLtSvD8fxat4bASdG,J8iUVsPC9VSrY8jDLPEShbmLm98gsk25wutUR65ZRpQ1,6.77
67rPRaAgCGHsfGpQstLAq2nBtEUgtgYuoZvYfXWGzLtw,7xuUYxdWG6736tGa1vNJWUXtiDpz9V5ZvRDDJTcz5XRj,6.68
7kjiDqofC5ySpYFzd7xzxBvxS9BYz8ZknrP7sQNqoP42,EgAbrzfsofZoakMAAr8AWkqvZfmsrkLBh8nHv7CPkqqu,6.67
2vHxpcGRgYiSqsEVgt1y4uhoCoYffMFJMLYQT4gQbTHJ,EpjsDpGi9bDA2UQnU5JXnTqbFTV55eyT6w53sq7VvhMx,6.50
FZQ3RjHKWJ2N3snvFnVq9MybD2Zt6wbDJZgv5R5Tvdo2,Gwmg6E6K91yZhHQ5XRPV46Z3yCd15EHUxwvjbduA9bHf,6.10
BjAaP4UQjwsZxmyNtyzJJfHoZwtcVWaMwFaZRGi4kgPw,DbmmPiG2B2Va6V7UHYDHJAUHMCrXyWm3dyQm7nmoiYPM,6.09
CyFwYWsz9dNRAYuAxN8CTWf33C8R9N1rvqiMczoqBog2,EPaHE7nVzzUYdcoryhCbVwTDE1WaMr4vc9EPkQPfUWaE,6.05
Btjfh7ziUsqcRYdH8DG2pE8STrtgjFrUnVmGmW1mHL9z,3X7znorzDyTGxnfh4x5uhHFFpssnXMa4x1vHPCCLeLum,5.94
536uvSMJ3irv6dondPMt3dLPjoDmPET46SzBV5XaFLWT,3SdmJyYRRuiCPyL8NR1j1RKuSE45tuBCSMihAhPVugNT,5.85
8JECo4Zv4E23ibR5xjqejp61DbwZsdNsfDwFp8sYVcHf,8q6i6vmNSDMcDuwWFXepDwds8HhjKyPKep2LKvxsePnU,5.17
DoG8r4o5GQxLsuPgoicXL2yGzWJk6NpeXKZbMLLEEmtJ,FSWSNgE6b1h4Ccb6tnJhWPxSGivgVxkqbV37gs6RytjW,4.87
AJZnEhMcjQhjehuZ2Acs4PVLG9KSJEGAiv7sTTaa5o7D,6kZecn3zGf8zjZGN8JzG7DUXpJrf25RssqvwxYVn1eAp,4.84
HzQKrQA2JeBPFP4SwD3P8XmnDnddn78WafqArJifTpNg,CZZ3pUhkFp7cR3FUqPvodWyS2YjCiczEsCSx87xH3Nmc,4.84
MFBBddn3AzxFuVa1fJj4YfoM77DCz7WB2ciaFaUjWR4,CycCkmqGQbqaAwM1unvwh5hxhK2XATToA4DE6jWms17T,4.79
ChveNWFXnQFz6AnHt7PDtCDRU6xuPydLBRFhkiVGE5QZ,53noHgPvGGYG8NY9WTLZdEeD8RmkCjzAD2B1wb9SpBp1,4.47
C2NjhaLN499iL5TNWyvEzVZVsku3Edf8LzYyaFZZEtjn,,4.25
8h84VoPcAA1Lwtxugj5eCitXaLthTHUjiN8tXfA8VLD1,3yNhrU9H3ykqozsPmze42NwhvjHxtYTCm126wqJoZU3q,4.24
DumdUqRitc9ncpbxoARzmVV2txFnwbgUzVz8ZGdJuY3J,HhiEr8SPXoYidUVnwLsjz8C6qXFfARhX518fLs1Mdu3s,4.11
A55iUHsszng8UtuZrT3YQumBj5ojGcrL1gsbzaBCqCtz,9tokHbm2JPVLjjAcmvwj117i5tLgnYHA6LCDYQyadoyE,3.58
2LYnpQ2YCoUU6KFsxoCZ2dCKoSirVAX9b2D2heZfGY3v,3xhp7QEg9MkmeW6Zo2Rg324k9hBZpphhr84QgnJ5Kmid,3.50
JApdYTZyCBcpYa2ZVAD4wQMt2n2Y6Qjo5shueEwAWDHJ,5iioFhXyKf2zxty3WK2idPoqqZDNse6qyva8HimECUK8,3.42
3KtZzmNccKPzu5TQuEWJvQL54xW8fwcriaFyHVDSihN7,AbuvUDB4QPh3B2HKAZwapVyqMsJ3Equ8JsmiQSkLZBck,3.26
Hhe5UoiGTv8pK6xUqqwUmvEryPWWEThFHS9WJFbhu2FU,37nK1Ts1FRQxybWZKFvKeRFcAPRfqJxbN17b2Mm4zMPG,3.00
EDbeFgQomGYKnihsTT58s8MfjJzQUoaExb8u8ipnGnk1,3rwi9kZUbZNoTJ9PQutuGbmMNYK3BWtWGg8pjN94gdaE,2.44
5i2VDrEHS59o9xc77FfJHUcG6PFpxHk9zKm4bVRUVt21,4KnEqPGQmCHFSSQ4SXtFZRtgwLL8G54nVzwADMbTeYsQ,2.44
AGc3FpoUo5JfTUtxYw7hf67WZC9VucigR6K4pjF9Cohs,44dmEWVYGq3XEwAhdm9DPMC7HV4qrPdSRQaHPFUqH7bX,2.35
8bNFzCQy18Znptp8Rgk2itvs2KyHaTmG9zSjG1fLXeNv,4xbTy3o1RGUoi6mUeHZkEPwGMBm3CnZrDdJVSFtM4d9e,2.05
FiWpns5NEhBrEHKmQ6RQk32U55FQhg7WZdXL2ajzNPaP,5wryGU6p1BY22rHj3ba9TeMeoQjAgNuA5NTUXDVfu7n9,2.02
88YwVL4THQmMmG7zxBUZjmjaEYjjVfcL8APmZh3mGmDY,6RH73MbhvqF534HZgWTghtnJbRcdYmUHNEKn2wtFZdHZ,2.00
zi52UV4Fv8pXyz5bYHC3zky3RewUwLwmBm96wCdxzmv,Cj2gQcCDLCSVDmtbBbeXqxNJh3RV4opJRT6S7Ys2rAqd,1.98
5H9ijD4YmhPij4Ba5wVvgzpqKwjiaRJ35hgMjHw3dq7r,72XNokp6WvhZayyANv51Kw1g12EjhWbD5pB7mGnGsEAB,1.97
HW3LDfnRkeE289NP4avesFT75JZ5QaGTFYTWtDkyBfEi,7tkwenNdURdPHwgg6sSkKizVhjjmC7ZYHrYYyRGxP8YC,1.95
AtHaTyc7mLPXmraw5yV4st71bqfCBciouxaHJ1VMe9We,6a5W6mZoDjMCrYAgZLYs3Hh3HE5bifhY8S4Zj9j8ipna,1.86
U59XtB3ZNjxe9QTrHUsJMZXwz2MRMB5qpd5tt9aB7rb,7hrVYrLN3HyNPbVESNuCy7pt9jLM9Nx5QUuAfXFuk7Aq,1.80
4MSydvWhYEpnQoQbaGYGyEvRR1EP5MyrnYtCwuSVsbqp,zhaooiveBuw14vVDRn7mVRGhS3WvpfaLg6wT8K9w8Wi,1.66
HhrJrfFs7NmURL3LdNvGefJjjKRRZ9kA1mqnX696ePJr,61GypPrWECmSiN2MtMHRpRi8A5GJMBS5gTHp7Urthqkj,1.64
EgoPgSPTB3MBtCzS9AnEjWHSmjKSCKS5EAS6o3mB7bJS,9wkEzW8CnWAbAhu5SEFsdq1Zu4MFqNwaeRqzcfbLwkn3,1.50
BYbpPJjFiY7t7zttGU6M8Ezt9GnrgUiFr4YbhrqVeNWa,7kQU1EdHpyVjAbimG2Zfjv7ksxuysSuhahK4QawhBbtf,1.50
BsbNvm5fGB4yXhFfSqsqT8yrWdAHUdVw5D7JGBnpA6Aa,3BTCBEDnRCknu8gRDmn6Jh1Dj9Q592E6ThKu56my39vT,1.48
4wwRt7VQ5sTF7htMPoDrbxDt9tvypuQJfSA88LD626pK,6ftHdBdcSZkCKw3Gww1GM9SMUq4Pc6BaFUDeZ3Ha4sWQ,1.41
Gnuu3DMofLfr5AFJYcPLGh5zw8YzXrax45p3idHKuVRz,EzsXPVaFaBR15mrs4Ry4XmMeEwkzsLvBoVpzvSaxmEKB,1.40
2sQqsspjTkZ7mb5vK6htsLAHRe5qgLKeAEP7znGETFw9,7U7skWnHQq7dmV7om3m5ZEAtwqq5y9pMSmK48iHAsmkS,1.35
9hMJzDsPgBxtfriprTKvA3szDYXRB6GC2HT9G1NeqLpW,2eCdJCiXRLiQ1T3scxFGAaystZ9EBxrvoAqm2LhZ4MD6,1.23
xSxxStDv2s2KzXxL1ferP4A7zfZVfjrErdntYQzU8zb,CtjuMUN9H2LHgasTVJNbJz5GrSotYWh4hehWfNgYSMva,1.19
4QhMJPRMdVNfHEBpMqh24cAviy7jWExwwukDwj5VKBgw,GUs1qpXXGBDTadQxGVBw1oA5sr4Z2GD6Z25ExKuw2heX,1.12
FyhWVB1dgb5vjxGuXp8edEYqHwP99Z3uk4CszNriwFv3,49hEncv8NRsfQqpZDBeGdqcSdKTH5fdyVux8G5XwrStj,1.10
4Z6jju4vrjDzqTA1Q4gLbAnr6qWqqNkpLVdPhgJu3oZM,APBHFD5a2WF6fs4DE7y9bEp8NhB3d2P6GbVSDYQJ7Pt8,1.07
mnBQXePmAoudaZh9ionTZ85JtkrqfCkW6VPNBSxPg5p,4BHydPKft6s7nYozhJ63rVrkQ22QywsrBQf2BAuW6mDS,1.00
9ijEdpp3Sjx5hbwwacWWsCyYtkfttES2TFYjQAofBpwa,AwdsuqC6yzjFoTRPYEeaFG2gMvWSNM3cAnvBMJaebGYj,1.00
32Czs6Xj3PDabnbKkb1ujn8RHgaBc3ubvgRi53KfSoa4,2LLtWnuw7b8XxQNzA6hodwyKPBnq87H13yRLs38w7W6C,1.00
FcUZDU5N2dAWF89keF51y7Ns1NEiWdyTvcaZpSbmYVsj,8yD1Pcr8X2tFkRaYTmgDudhU4zsqkL6dJKdwUsdMMaNs,1.00
FQUx76tVoH7ty8bAZu4XAuQ9f4fiLrUyhWBVet2ut1KY,CgcfUxNjLxGoQBiahBAnMgD6H5fEbcCkEQ1iy6mqrM3h,1.00
Gqjfb13vgxSUf7F1gnLmp5hurtqVvwFMZ5uT528d2iqH,CFUJvpdm98qfod8HU18uhUdqhYQee2phGELFoysgVhCt,1.00
8rpWHVZXRPvEDUUBxFtXKqdyFRXE7vTZKpWgsYsiv8UB,pcov63Adpcob16T13DwsP5dFFuaCDME2fpMMYVTHtWw,1.00
5dX5cAfYNiKaFxppWrXZFAnbiMeJ77rcNWr7YhP7cHqT,BzEcxmmuzbbgCMXFprDPSEYtK1Pf8ky7Jp48kVLbUv8Q,1.00
AvNxsZQRKQi9jQQDbiuGpYfToKGd3uPXuchb87WUqz7q,FUnz7Bq2AvGiT6VTrGbESq6syYMWBkmPSd8KjiLJkoVj,0.95
4Njx7vKMV7zBRPMSEocxNa35SF3e74S3NF9s8uaNpfyd,9vVPMLpMXRQSPCVY7Wj6AuKHYS49tcZtCuUykSEwpxCp,0.91
FJQDr9o6HA9Cr1Upj5DCbEdKyv7STMDxWbTpVJ1GLACv,C9vXnbr5oFDP9rg3EiTFNDHBA1Kq4hUvemwVkGuKkxu9,0.90
DgfQTknx7QksupwXXmFbxKSGhCoeTZoHAGzDtr8XugwC,2pSNxuLXB1B4GF8kG93WMx4HMTHxU5Nttqm51Ctrq5E4,0.90
2R9ngKuZUsMvT8wgbf3NiFABRykewPXP5BuA44QMBAVT,2DtTwRJWQwoxmtPwcjNcbLGBNAFbAv7vz7cUTQpcs3tN,0.89
Ghn5W7pMueUBRptTLuL2tX5sG41n68tuDmD5LyGwHHgf,5Po9ryUfsC3YtZYEzTqJrgsVqdPWxoVUyHhEe9uDuiev,0.88
8u1sJbUwVPrUwok37MbfJGMEMDAUrC4JBTaoAFFG3peB,2KT76WSTo1qytLHytUvNjC1euoCm67HwBu1HfWH8i7kF,0.86
4Q58DpZuVcVWUg8FQvDojqXmii5XXFnkAYbfVApubZ8o,APicgyeVyqVjUjyfx2MCefeZYRVeVf1uFqmsc9BkDWox,0.79
B1Bfj8w5kHf37vSrxaCZxABE212nHMAzYzkQTaSSC7Pu,3Att9XGJmCfGckQARAc9Pin74FUyp3X6h7pRdnVyUw1k,0.77
73vqqpJSUbwKuV15qBvbePHP3KVkSEzPe6MVrSYM647v,3W5YmKDKGAVLa2jAZyhQaVsECX34C7X1ToLgHzJtXSBw,0.72
JCd5yTsG8p8oKxhr5NEdhvuQbKp8DaGzYhgPRsVpzVw8,GJfi42ueAe6JESv7VuP8V5HfBAXJpX1YbVrauWvSJkYK,0.69
6tN8wuWmv4PgcbNePRx4N3AtzHFmbKduzWqGbkTpEP4A,swAp1b85moy6zKycCbN9gfj8pEkMa29nWpCaN9Shs3n,0.66
F544GTuC3BnyKYFym6Zak7YdWMySn11ZYvXhKdR4ntLq,CWsA6GEacEyhSasfdT3LCMxH5E7dWDYHU955aejCSnBf,0.62
CP8QSUSwjckt9QnjWSUdnhwBZXKgfU61XoTJm5F6rdVm,Dz5nVPsrbYHgpMXGtwopJPHkB3YLJ1jgqmUQ38bAgQsq,0.60
A8Lh9xztLu74YwmUVdhc6cwcnPZc6awUkE46dPcXSNWM,7mLiddhsAnkhRFo9MtgnEJADep5HARgZL5smSG6fxcFd,0.55
7wc8y2APzfYWQxwrY67Ax9DGg628PDMZvdCFLyNcsDbQ,HWFyTsN6nh2QPNUWAoj3im22e4E146LRDWFeBLhSKQeu,0.55
6ToX7DZ7gCj1zPJQb2nJiXCqDiU2SjiehWkuYqwiREkg,3jSoCF2koR1J3VWpxRa6cAN5PLNz3KbT7F37qQo4q9i7,0.54
8QfbAnPgrArAxiTUbiRUZJnYUzzNzFzpMCBbEnAXPA7C,GoGVzncCdc5qsA9SpqHBpZgixb6BBDFCPsT89UTGGUS3,0.53
GF9hfkt8kPfGFJfEM6YtuYQXfJkAo4fpZr2sXEdU1Sf1,3EHn1J7PTXu7NCfzhsEwVU2QmzjTCJRtKEHCzq5zoAdQ,0.50
2EinVkv9i9VsBSGjhiEYdKoB7BND2hJySqrjATM9jZsp,CHJ3rWFN5f7bU9NdUtVrVNxGgqr6y2v97UkLUyBbob3x,0.40
9WpUT9va242vQbvy4zi1WriErQ2bMHPJDJy8ci4KMvXZ,4CiRyVbk4Nf4U95ecNpyjx8x9QQd73hzXSPUemqj9vRF,0.34
5VMSsMtdEQgzPEusfXCJNozPMwFHnTBYoDD199eT1jaa,AP17kgRP1Sv4X5jftwbcnSwjB2t4xvG91GQZCwfheoHP,0.32
9nJkLsgsmSaYNAeqgXzskcPvf7K5VTgQRkEJWsSqJsig,Dt8TKKzy1E6MARzhejf4PuP4urQBgi1pS3sVw4iSSqrr,0.31
FxnJvQg8gJHMS9o6Y9A8ajXh4v2uTV1sdUHWS3RJG1uR,6hyuGqKQyhAEipjtaquiNHfd1dVjrNT3FzzanXurbK4W,0.31
DvmedoS53JvTKXNCT5TyCeCsD7iw2TRTnWUn7tdGwUik,DyDdJM9KVsvosfXbcHDp4pRpmbMHkRq3pcarBykPy4ir,0.30
Cj8T4DvqJ9FieQm8Q4xx1DMuDdVQijmYNGKo2hioHi6G,5fmukHYLvUPwE2q9ndJdMwUcKqW17Le7JDawKt7fYABH,0.25
4mEh3fu9qaPDaBAb6ccrLLz9RNFD6gdUFN3RNUx6XF4H,2GGQEUXqc7dj3HYBXsPCy7kGEoXyXx6k9U8ooDxJtRnn,0.23
AX6S2BFgnn9r3bd7YPm8FP2KUrZ87y1MUrB5Wg8uks5Y,3LoqWSBGfUzPwPzUvyz1gKTS4FnQbqh71S6MzgC1NrAN,0.21
3CwiLg5RGvhJF3stYTbeEVAgRqrMemZPvLN1wtmbXM1z,CNHAHgZUrC7xDtiLq6hpjLwdgGiYqZAVyQLdVD2WigjH,0.21
7BCKTsBVrG1mFLuMUPN2228HTGMS1wYj5zsCTrcekQHb,H3HDmAsZV7wbVRZtnyZkynCJTjAYpj6fX6uzPg9CTS4G,0.21
6qRVGxAyAkByarbJcj3Xcys8rLqMpnT1P9WYZfAz9efG,DzuuKXSTfyT9W3VJQfPjUHVQ7m272trVuvphybz5P8Bh,0.20
2T9NsUfPFRTfVsediDMbiDFgpXKP64a9rMj4j7GcYi6n,Ab7uZRHpyC3LV82T1toYaDWqsAYZbFzFHz7Q9mNZ6EqN,0.20
5nTDkDNXPQno9kAAPb5a7GueCYJueYRsWSHhSmBuNdV,Dtyt1aVZCcJa1xmV91NjJwygE3YVe9aM8eQUKGwY6abv,0.15
